state,count
Alaska,0.0
Alabama,0.0
Arkansas,0.0
Arizona,8.0
California,634.0
Colorado,13.0
Connecticut,0.0
District of Columbia,0.0
Delaware,0.0
Florida,235.0
Georgia,4.0
Guam,0.0
Hawaii,20.0
Iowa,0.0
Idaho,2.0
Illinois,3.0
Indiana,1.0
Kansas,1.0
Kentucky,0.0
Louisiana,6.0
Massachusetts,6.0
Maryland,10.0
Maine,2.0
Michigan,4.0
Minnesota,14.0
Missouri,33.0
Northern Marina Islands,
Mississippi,0.0
Montana,9.0
North Carolina,10.0
North Dakota,0.0
Nebraska,0.0
New Hampshire,1.0
New Jersey,0.0
New Mexico,1.0
Nevada,264.0
New York,23.0
Ohio,2.0
Oklahoma,4.0
Oregon,178.0
Pennsylvania,18.0
Puerto Rico,2.0
Rhode Island,0.0
South Carolina,6.0
South Dakota,0.0
Tennessee,4.0
Texas,64.0
Utah,1.0
Virginia,0.0
US Virgin Islands,0.0
Vermont,0.0
Washington,15.0
Wisconsin,5.0
West Virginia,1.0
Wyoming,2.0
Total,1606.0
