state,count
Alaska,0.0
Alabama,26.0
Arkansas,0.0
Arizona,19.0
California,114.0
Colorado,0.0
Connecticut,0.0
District of Columbia,0.0
Delaware,0.0
Florida,105.0
Georgia,0.0
Guam,0.0
Hawaii,22.0
Iowa,0.0
Idaho,0.0
Illinois,67.0
Indiana,15.0
Kansas,1.0
Kentucky,3.0
Louisiana,3.0
Massachusetts,54.0
Maryland,69.0
Maine,5.0
Michigan,19.0
Minnesota,0.0
Missouri,31.0
Northern Marina Islands,
Mississippi,0.0
Montana,0.0
North Carolina,0.0
North Dakota,0.0
Nebraska,0.0
New Hampshire,7.0
New Jersey,11.0
New Mexico,0.0
Nevada,3.0
New York,174.0
Ohio,32.0
Oklahoma,19.0
Oregon,10.0
Pennsylvania,207.0
Puerto Rico,48.0
Rhode Island,21.0
South Carolina,12.0
South Dakota,0.0
Tennessee,17.0
Texas,91.0
Utah,45.0
Virginia,49.0
US Virgin Islands,0.0
Vermont,4.0
Washington,30.0
Wisconsin,21.0
West Virginia,4.0
Wyoming,0.0
Total,1358.0
