state,count
Alaska,0.0
Alabama,0.0
Arkansas,0.0
Arizona,25.0
California,67.0
Colorado,0.0
Connecticut,0.0
District of Columbia,13.0
Delaware,7.0
Florida,85.0
Georgia,0.0
Guam,0.0
Hawaii,19.0
Iowa,0.0
Idaho,0.0
Illinois,37.0
Indiana,0.0
Kansas,0.0
Kentucky,4.0
Louisiana,0.0
Massachusetts,17.0
Maryland,15.0
Maine,0.0
Michigan,26.0
Minnesota,10.0
Missouri,33.0
Northern Marina Islands,
Mississippi,0.0
Montana,0.0
North Carolina,0.0
North Dakota,0.0
Nebraska,0.0
New Hampshire,3.0
New Jersey,0.0
New Mexico,0.0
Nevada,0.0
New York,124.0
Ohio,57.0
Oklahoma,19.0
Oregon,37.0
Pennsylvania,150.0
Puerto Rico,10.0
Rhode Island,17.0
South Carolina,0.0
South Dakota,0.0
Tennessee,22.0
Texas,60.0
Utah,37.0
Virginia,32.0
US Virgin Islands,0.0
Vermont,1.0
Washington,55.0
Wisconsin,13.0
West Virginia,7.0
Wyoming,0.0
Total,1002.0
