state,count
Alaska,0.0
Alabama,34.0
Arkansas,10.0
Arizona,40.0
California,126.0
Colorado,46.0
Connecticut,0.0
District of Columbia,0.0
Delaware,0.0
Florida,130.0
Georgia,0.0
Guam,0.0
Hawaii,26.0
Iowa,0.0
Idaho,0.0
Illinois,94.0
Indiana,34.0
Kansas,12.0
Kentucky,0.0
Louisiana,43.0
Massachusetts,41.0
Maryland,78.0
Maine,12.0
Michigan,57.0
Minnesota,0.0
Missouri,38.0
Northern Marina Islands,
Mississippi,0.0
Montana,0.0
North Carolina,0.0
North Dakota,0.0
Nebraska,0.0
New Hampshire,8.0
New Jersey,20.0
New Mexico,0.0
Nevada,25.0
New York,163.0
Ohio,89.0
Oklahoma,24.0
Oregon,8.0
Pennsylvania,191.0
Puerto Rico,57.0
Rhode Island,0.0
South Carolina,12.0
South Dakota,0.0
Tennessee,7.0
Texas,97.0
Utah,0.0
Virginia,43.0
US Virgin Islands,0.0
Vermont,4.0
Washington,42.0
Wisconsin,64.0
West Virginia,11.0
Wyoming,0.0
Total,1686.0
